uid,as_of,F1_factor,F1_band,F1_nbands,F1_pass,F2_factor,F2_pass,C_source,C_rule,C_pass,V,V_pass,selected
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2025-09-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2023-12-31,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2024-03-31,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2024-06-30,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2024-09-30,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2024-12-31,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2025-03-31,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2025-06-30,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,2025-09-30,P_IC,0,3,False,ROIC,True,ROE,ytdavg_gt_lyavg,True,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2023-12-31,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,False,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2024-03-31,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,False,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2024-06-30,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,False,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2024-09-30,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,False,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2024-12-31,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,False,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2025-03-31,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,True,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2025-06-30,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,False,v0,,False
TW::OCF_E_qb2of3__FCF_P_qb0of3__C4_ROE_DYN_qmax8__v0,2025-09-30,OCF_E,2,3,True,FCF_P,False,ROE,qmax8,False,v0,,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2023-12-31,MOM,2,3,True,REV_G,False,EPS,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2024-03-31,MOM,2,3,True,REV_G,False,EPS,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2024-06-30,MOM,2,3,True,REV_G,True,EPS,ytdavg_gt_lyytdavg,False,v1,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2024-09-30,MOM,2,3,False,REV_G,True,EPS,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2024-12-31,MOM,2,3,True,REV_G,True,EPS,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2025-03-31,MOM,2,3,False,REV_G,True,EPS,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2025-06-30,MOM,2,3,True,REV_G,True,EPS,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,2025-09-30,MOM,2,3,True,REV_G,True,EPS,ytdavg_gt_lyytdavg,True,v1,True,True
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2023-12-31,MOM,2,3,True,ROIC,True,ROE,ytdavg_gt_lyytdavg,False,v1,False,False
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2024-03-31,MOM,2,3,True,ROIC,True,ROE,ytdavg_gt_lyytdavg,False,v1,False,False
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2024-06-30,MOM,2,3,True,ROIC,True,ROE,ytdavg_gt_lyytdavg,False,v1,False,False
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2024-09-30,MOM,2,3,False,ROIC,True,ROE,ytdavg_gt_lyytdavg,False,v1,False,False
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2024-12-31,MOM,2,3,True,ROIC,True,ROE,ytdavg_gt_lyytdavg,False,v1,False,False
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2025-03-31,MOM,2,3,False,ROIC,True,ROE,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2025-06-30,MOM,2,3,True,ROIC,True,ROE,ytdavg_gt_lyytdavg,True,v1,False,False
TW::MOM_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,2025-09-30,MOM,2,3,True,ROIC,True,ROE,ytdavg_gt_lyytdavg,True,v1,True,True
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2023-12-31,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,False,v0,,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2024-03-31,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,False,v0,,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2024-06-30,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,False,v0,,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2024-09-30,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,False,v0,,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2024-12-31,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,False,v0,,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2025-03-31,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,True,v0,,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2025-06-30,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,False,v0,,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C4_ROE_DYN_qmax8__v0,2025-09-30,EV_S,1,3,False,NETDEBT_EBITDA,False,ROE,qmax8,False,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2023-12-31,EV_S,1,3,False,REVENUE,False,EPS,qmax8,False,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2024-03-31,EV_S,1,3,False,REVENUE,False,EPS,qmax8,False,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2024-06-30,EV_S,1,3,False,REVENUE,False,EPS,qmax8,False,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2024-09-30,EV_S,1,3,False,REVENUE,False,EPS,qmax8,False,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2024-12-31,EV_S,1,3,False,REVENUE,False,EPS,qmax8,True,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2025-03-31,EV_S,1,3,False,REVENUE,False,EPS,qmax8,True,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2025-06-30,EV_S,1,3,False,REVENUE,False,EPS,qmax8,False,v0,,False
TW::EV_S_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2025-09-30,EV_S,1,3,False,REVENUE,False,EPS,qmax8,True,v0,,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2023-12-31,EV_S,0,3,False,,,ROE,qmax8,False,v1,False,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2024-03-31,EV_S,0,3,False,,,ROE,qmax8,False,v1,False,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2024-06-30,EV_S,0,3,False,,,ROE,qmax8,False,v1,False,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2024-09-30,EV_S,0,3,False,,,ROE,qmax8,False,v1,False,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2024-12-31,EV_S,0,3,False,,,ROE,qmax8,False,v1,False,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2025-03-31,EV_S,0,3,False,,,ROE,qmax8,True,v1,False,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2025-06-30,EV_S,0,3,False,,,ROE,qmax8,False,v1,False,False
TW::EV_S_qb0of3__None__C4_ROE_DYN_qmax8__v1,2025-09-30,EV_S,0,3,False,,,ROE,qmax8,False,v1,True,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2023-12-31,PS,0,3,False,ACCRUAL,False,ROE,yoy,False,v1,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2024-03-31,PS,0,3,False,ACCRUAL,False,ROE,yoy,False,v1,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2024-06-30,PS,0,3,False,ACCRUAL,True,ROE,yoy,False,v1,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2024-09-30,PS,0,3,False,ACCRUAL,True,ROE,yoy,True,v1,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2024-12-31,PS,0,3,False,ACCRUAL,False,ROE,yoy,True,v1,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2025-03-31,PS,0,3,False,ACCRUAL,True,ROE,yoy,True,v1,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2025-06-30,PS,0,3,False,ACCRUAL,True,ROE,yoy,True,v1,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C5_ROE_DYN_yoy__v1,2025-09-30,PS,0,3,False,ACCRUAL,False,ROE,yoy,True,v1,True,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2023-12-31,OCF_E,2,3,True,,,ROE,qmax4,False,v1,False,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2024-03-31,OCF_E,2,3,True,,,ROE,qmax4,False,v1,False,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2024-06-30,OCF_E,2,3,True,,,ROE,qmax4,False,v1,False,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2024-09-30,OCF_E,2,3,True,,,ROE,qmax4,False,v1,False,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2024-12-31,OCF_E,2,3,True,,,ROE,qmax4,True,v1,False,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2025-03-31,OCF_E,2,3,True,,,ROE,qmax4,True,v1,False,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2025-06-30,OCF_E,2,3,True,,,ROE,qmax4,False,v1,False,False
TW::OCF_E_qb2of3__None__C3_ROE_DYN_qmax4__v1,2025-09-30,OCF_E,2,3,True,,,ROE,qmax4,False,v1,True,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2023-12-31,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,False,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2024-03-31,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,False,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2024-06-30,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,False,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2024-09-30,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,False,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2024-12-31,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,False,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2025-03-31,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,False,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2025-06-30,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,False,False
TW::PS_qb0of3__ROIC_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,2025-09-30,PS,0,3,False,ROIC,False,EPS,ytdavg_gt_lyavg,True,v1,True,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2023-12-31,MOM,2,3,True,VOL,True,EPS,qmax4,False,v0,,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2024-03-31,MOM,2,3,True,VOL,True,EPS,qmax4,False,v0,,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2024-06-30,MOM,2,3,True,VOL,False,EPS,qmax4,False,v0,,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2024-09-30,MOM,2,3,False,VOL,False,EPS,qmax4,True,v0,,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2024-12-31,MOM,2,3,True,VOL,False,EPS,qmax4,True,v0,,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2025-03-31,MOM,2,3,False,VOL,False,EPS,qmax4,True,v0,,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2025-06-30,MOM,2,3,True,VOL,False,EPS,qmax4,False,v0,,False
TW::MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,2025-09-30,MOM,2,3,True,VOL,True,EPS,qmax4,True,v0,,True
